Monday,Tuesday,Wednesday,Thursday,Friday,Weekend
995.0,2000.0,1100.0,1300.0,995.0,995.0
463.0,3100.0,1500.0,1500.0,463.0,463.0
1600.0,1200.0,827.0,2900.0,1600.0,1600.0
899.0,995.0,1900.0,1200.0,899.0,899.0
869.0,2900.0,668.0,386.0,869.0,869.0
806.0,1700.0,1800.0,725.0,806.0,806.0
1500.0,1100.0,667.0,3400.0,1500.0,1500.0
1800.0,682.0,1000.0,1100.0,1800.0,1800.0
2200.0,395.0,799.0,692.0,2200.0,2200.0
679.0,1400.0,3800.0,1500.0,679.0,679.0
3300.0,612.0,896.0,1600.0,3300.0,3300.0
5400.0,2700.0,756.0,2400.0,5400.0,5400.0
1200.0,2900.0,1900.0,1700.0,1200.0,1200.0
1900.0,856.0,689.0,1300.0,1900.0,1900.0
2200.0,3400.0,2300.0,1800.0,2200.0,2200.0
2000.0,654.0,2200.0,1700.0,2000.0,2000.0
2000.0,971.0,929.0,6800.0,2000.0,2000.0
712.0,657.0,790.0,2400.0,712.0,712.0
6300.0,972.0,3000.0,1400.0,6300.0,6300.0
902.0,1400.0,914.0,1400.0,902.0,902.0
3300.0,1300.0,1100.0,4200.0,3300.0,3300.0
715.0,1400.0,1700.0,3800.0,715.0,715.0
644.0,715.0,2300.0,811.0,644.0,644.0
2800.0,11900.0,5600.0,9400.0,2800.0,2800.0
2600.0,572.0,813.0,869.0,2600.0,2600.0
1100.0,761.0,1200.0,15900.0,1100.0,1100.0
776.0,820.0,1200.0,1700.0,776.0,776.0
576.0,1500.0,6800.0,922.0,576.0,576.0
894.0,1200.0,12900.0,1100.0,894.0,894.0
205.0,2300.0,1700.0,842.0,205.0,205.0
5500.0,2800.0,1800.0,859.0,5500.0,5500.0
816.0,1900.0,522.0,1500.0,816.0,816.0
3300.0,8700.0,2000.0,823.0,3300.0,3300.0
1200.0,3100.0,2400.0,2100.0,1200.0,1200.0
834.0,746.0,883.0,1800.0,834.0,834.0
1500.0,3000.0,825.0,782.0,1500.0,1500.0
40600.0,2400.0,1200.0,1200.0,40600.0,40600.0
1100.0,1100.0,921.0,2000.0,1100.0,1100.0
1800.0,1000.0,1300.0,2600.0,1800.0,1800.0
1700.0,1400.0,693.0,962.0,1700.0,1700.0
4400.0,1300.0,5300.0,1700.0,4400.0,4400.0
996.0,2900.0,664.0,1200.0,996.0,996.0
10300.0,758.0,7300.0,873.0,10300.0,10300.0
4600.0,931.0,559.0,1500.0,4600.0,4600.0
5700.0,1300.0,1400.0,3000.0,5700.0,5700.0
1200.0,711.0,1400.0,11500.0,1200.0,1200.0
5300.0,782.0,1300.0,817.0,5300.0,5300.0
26000.0,1000.0,1000.0,1200.0,26000.0,26000.0
908.0,934.0,538.0,1600.0,908.0,908.0
805.0,532.0,1400.0,701.0,805.0,805.0
1200.0,1500.0,6400.0,938.0,1200.0,1200.0
12400.0,1900.0,1500.0,896.0,12400.0,12400.0
10900.0,1900.0,1800.0,2900.0,10900.0,10900.0
1200.0,16600.0,935.0,721.0,1200.0,1200.0
1200.0,975.0,413.0,958.0,1200.0,1200.0
927.0,1000.0,887.0,767.0,927.0,927.0
821.0,687.0,836.0,1800.0,821.0,821.0
1100.0,1600.0,3000.0,2600.0,1100.0,1100.0
950.0,24200.0,659.0,1500.0,950.0,950.0
2500.0,2300.0,1300.0,1100.0,2500.0,2500.0
2200.0,471.0,3000.0,1700.0,2200.0,2200.0
567.0,708.0,1400.0,3600.0,567.0,567.0
2400.0,910.0,933.0,15800.0,2400.0,2400.0
1400.0,1700.0,3100.0,861.0,1400.0,1400.0
2900.0,955.0,946.0,1100.0,2900.0,2900.0
1100.0,3400.0,746.0,2400.0,1100.0,1100.0
750.0,922.0,962.0,2400.0,750.0,750.0
647.0,979.0,1600.0,14700.0,647.0,647.0
813.0,1300.0,27300.0,3200.0,813.0,813.0
3700.0,1400.0,1000.0,30000.0,3700.0,3700.0
1300.0,1400.0,864.0,1200.0,1300.0,1300.0
1800.0,1400.0,1400.0,2700.0,1800.0,1800.0
1100.0,538.0,1200.0,2800.0,1100.0,1100.0
12300.0,883.0,12500.0,835.0,12300.0,12300.0
972.0,13800.0,2400.0,903.0,972.0,972.0
1200.0,878.0,904.0,17500.0,1200.0,1200.0
945.0,17800.0,5700.0,2400.0,945.0,945.0
983.0,1100.0,1200.0,832.0,983.0,983.0
2200.0,1000.0,908.0,619.0,2200.0,2200.0
3300.0,5900.0,969.0,1500.0,3300.0,3300.0
2400.0,1500.0,681.0,1000.0,2400.0,2400.0
942.0,1000.0,4100.0,525.0,942.0,942.0
910.0,3900.0,761.0,1400.0,910.0,910.0
1300.0,2100.0,2600.0,20300.0,1300.0,1300.0
619.0,3300.0,1000.0,946.0,619.0,619.0
135.0,25500.0,1700.0,1100.0,135.0,135.0
15200.0,591.0,1000.0,6900.0,15200.0,15200.0
1200.0,905.0,1100.0,1900.0,1200.0,1200.0
6200.0,444.0,3800.0,1200.0,6200.0,6200.0
642.0,3700.0,1600.0,3200.0,642.0,642.0
1000.0,1300.0,1500.0,1000.0,1000.0,1000.0
1100.0,2700.0,938.0,578.0,1100.0,1100.0
1300.0,1400.0,1200.0,493.0,1300.0,1300.0
575.0,915.0,26300.0,769.0,575.0,575.0
1800.0,911.0,922.0,955.0,1800.0,1800.0
1800.0,554.0,820.0,885.0,1800.0,1800.0
999.0,1200.0,1100.0,7700.0,999.0,999.0
13000.0,970.0,950.0,1100.0,13000.0,13000.0
25200.0,906.0,898.0,197600.0,25200.0,25200.0
4400.0,1300.0,1500.0,1400.0,4400.0,4400.0
3700.0,1100.0,3600.0,789.0,3700.0,3700.0
1100.0,4700.0,622.0,1200.0,1100.0,1100.0
1200.0,804.0,1700.0,744.0,1200.0,1200.0
1800.0,2500.0,2700.0,1100.0,1800.0,1800.0
844.0,1800.0,5700.0,554.0,844.0,844.0
1500.0,2100.0,6400.0,2100.0,1500.0,1500.0
878.0,605.0,3400.0,15800.0,878.0,878.0
492.0,771.0,1500.0,4100.0,492.0,492.0
3600.0,4400.0,2200.0,881.0,3600.0,3600.0
744.0,1900.0,26900.0,4800.0,744.0,744.0
3300.0,1700.0,2100.0,1300.0,3300.0,3300.0
1900.0,1100.0,1900.0,2200.0,1900.0,1900.0
1000.0,1000.0,4300.0,2300.0,1000.0,1000.0
1300.0,1700.0,773.0,10000.0,1300.0,1300.0
4900.0,523.0,1500.0,1400.0,4900.0,4900.0
2300.0,2500.0,1600.0,1300.0,2300.0,2300.0
843.0,11400.0,730.0,827.0,843.0,843.0
657.0,1400.0,5300.0,3400.0,657.0,657.0
464.0,655.0,797.0,1900.0,464.0,464.0
3900.0,1700.0,1000.0,735.0,3900.0,3900.0
16800.0,626.0,2600.0,1500.0,16800.0,16800.0
787.0,1300.0,1000.0,1000.0,787.0,787.0
486.0,650.0,11100.0,862.0,486.0,486.0
776.0,2400.0,730.0,377.0,776.0,776.0
2100.0,790.0,7300.0,1500.0,2100.0,2100.0
1300.0,629.0,3200.0,1300.0,1300.0,1300.0
1800.0,706.0,1100.0,4200.0,1800.0,1800.0
1000.0,7700.0,875.0,1300.0,1000.0,1000.0
1900.0,1200.0,3100.0,1000.0,1900.0,1900.0
550.0,670.0,1400.0,649.0,550.0,550.0
508.0,1700.0,3800.0,1600.0,508.0,508.0
1100.0,650.0,871.0,909.0,1100.0,1100.0
864.0,474.0,1700.0,1300.0,864.0,864.0
1700.0,949.0,1500.0,604.0,1700.0,1700.0
713.0,1200.0,1000.0,585.0,713.0,713.0
4200.0,15000.0,3600.0,4100.0,4200.0,4200.0
888.0,550.0,6300.0,893.0,888.0,888.0
975.0,1400.0,2600.0,807.0,975.0,975.0
2800.0,2200.0,1300.0,956.0,2800.0,2800.0
1200.0,891.0,32000.0,738.0,1200.0,1200.0
1600.0,16700.0,23600.0,29400.0,1600.0,1600.0
2600.0,491.0,870.0,2900.0,2600.0,2600.0
1700.0,973.0,3000.0,943.0,1700.0,1700.0
731.0,98000.0,1000.0,894.0,731.0,731.0
847.0,9000.0,2800.0,530.0,847.0,847.0
2200.0,3400.0,1500.0,1700.0,2200.0,2200.0
2000.0,795.0,1200.0,5800.0,2000.0,2000.0
736.0,16100.0,671.0,12900.0,736.0,736.0
16400.0,1100.0,712.0,2500.0,16400.0,16400.0
12400.0,4900.0,1000.0,6600.0,12400.0,12400.0
2500.0,2600.0,718.0,2200.0,2500.0,2500.0
1300.0,1300.0,5600.0,990.0,1300.0,1300.0
2500.0,833.0,980.0,1200.0,2500.0,2500.0
692.0,5400.0,1100.0,865.0,692.0,692.0
1600.0,1100.0,3300.0,1600.0,1600.0,1600.0
717.0,761.0,7800.0,1400.0,717.0,717.0
562.0,730.0,2100.0,11100.0,562.0,562.0
1500.0,1500.0,1100.0,1200.0,1500.0,1500.0
1700.0,1200.0,2100.0,1300.0,1700.0,1700.0
1400.0,3600.0,838.0,2200.0,1400.0,1400.0
2000.0,1100.0,6700.0,377.0,2000.0,2000.0
1800.0,3100.0,1100.0,1500.0,1800.0,1800.0
1100.0,3600.0,4100.0,366.0,1100.0,1100.0
1400.0,8800.0,1100.0,5700.0,1400.0,1400.0
7000.0,583.0,5000.0,1200.0,7000.0,7000.0
1900.0,1600.0,2600.0,1600.0,1900.0,1900.0
1100.0,902.0,95.0,1200.0,1100.0,1100.0
1800.0,959.0,2600.0,638.0,1800.0,1800.0
735.0,480.0,555.0,1700.0,735.0,735.0
2100.0,1700.0,1200.0,5400.0,2100.0,2100.0
1300.0,29800.0,994.0,958.0,1300.0,1300.0
2000.0,3100.0,733.0,2500.0,2000.0,2000.0
10600.0,1200.0,1400.0,942.0,10600.0,10600.0
913.0,698.0,3600.0,804.0,913.0,913.0
729.0,2200.0,1800.0,6200.0,729.0,729.0
1100.0,1200.0,2700.0,15400.0,1100.0,1100.0
10600.0,790.0,960.0,671.0,10600.0,10600.0
1300.0,6000.0,4600.0,616.0,1300.0,1300.0
780.0,5800.0,1100.0,1600.0,780.0,780.0
14000.0,3000.0,2000.0,452.0,14000.0,14000.0
852.0,1100.0,761.0,1500.0,852.0,852.0
982.0,413.0,1500.0,1700.0,982.0,982.0
12200.0,2200.0,1700.0,723.0,12200.0,12200.0
838.0,5600.0,961.0,1900.0,838.0,838.0
1900.0,1200.0,745.0,900.0,1900.0,1900.0
8700.0,1100.0,2600.0,3100.0,8700.0,8700.0
450.0,1100.0,5400.0,3900.0,450.0,450.0
17400.0,57800.0,1200.0,17800.0,17400.0,17400.0
5200.0,5000.0,992.0,1000.0,5200.0,5200.0
6400.0,1700.0,7900.0,1700.0,6400.0,6400.0
4000.0,21400.0,5700.0,2200.0,4000.0,4000.0
6000.0,493.0,1100.0,6100.0,6000.0,6000.0
704.0,1100.0,2500.0,728.0,704.0,704.0
1200.0,697.0,1600.0,1200.0,1200.0,1200.0
1100.0,924.0,1100.0,1900.0,1100.0,1100.0
9800.0,1100.0,1200.0,14100.0,9800.0,9800.0
1600.0,875.0,724.0,3500.0,1600.0,1600.0
888.0,581.0,22800.0,885.0,888.0,888.0
6500.0,1400.0,774.0,1600.0,6500.0,6500.0
2600.0,958.0,945.0,422.0,2600.0,2600.0
1600.0,771.0,967.0,3200.0,1600.0,1600.0
5400.0,1600.0,1400.0,1200.0,5400.0,5400.0
176.0,1300.0,759.0,883.0,176.0,176.0
776.0,623.0,3700.0,742.0,776.0,776.0
375.0,1400.0,2100.0,724.0,375.0,375.0
1000.0,1600.0,938.0,16900.0,1000.0,1000.0
1600.0,2100.0,871.0,689.0,1600.0,1600.0
1100.0,3000.0,843300.0,1800.0,1100.0,1100.0
932.0,2900.0,1100.0,1800.0,932.0,932.0
668.0,577.0,1500.0,1900.0,668.0,668.0
8600.0,1400.0,2400.0,937.0,8600.0,8600.0
1500.0,873.0,9900.0,596.0,1500.0,1500.0
1100.0,691.0,2700.0,11000.0,1100.0,1100.0
3400.0,821.0,1200.0,2000.0,3400.0,3400.0
498.0,573.0,5300.0,2200.0,498.0,498.0
499.0,572.0,891.0,1000.0,499.0,499.0
7400.0,2000.0,2200.0,670.0,7400.0,7400.0
1300.0,891.0,981.0,1100.0,1300.0,1300.0
877.0,1100.0,1100.0,778.0,877.0,877.0
4600.0,753.0,853.0,916.0,4600.0,4600.0
811.0,1200.0,2200.0,1400.0,811.0,811.0
745.0,517.0,3500.0,644.0,745.0,745.0
896.0,1100.0,800.0,1300.0,896.0,896.0
1000.0,924.0,1200.0,785.0,1000.0,1000.0
7100.0,2200.0,1500.0,1200.0,7100.0,7100.0
5100.0,3100.0,6200.0,7700.0,5100.0,5100.0
767.0,1400.0,606.0,484.0,767.0,767.0
1600.0,3400.0,5100.0,1300.0,1600.0,1600.0
1600.0,523.0,1100.0,823.0,1600.0,1600.0
1800.0,1200.0,924.0,854.0,1800.0,1800.0
3200.0,1200.0,1300.0,1000.0,3200.0,3200.0
573.0,4400.0,785.0,2300.0,573.0,573.0
2800.0,708.0,1500.0,823.0,2800.0,2800.0
3100.0,705.0,1100.0,1900.0,3100.0,3100.0
1700.0,501.0,1200.0,5100.0,1700.0,1700.0
3000.0,637.0,4800.0,941.0,3000.0,3000.0
804.0,958.0,794.0,744.0,804.0,804.0
4500.0,740.0,2100.0,1000.0,4500.0,4500.0
2400.0,767.0,1200.0,759.0,2400.0,2400.0
2200.0,627.0,1300.0,670.0,2200.0,2200.0
3700.0,1100.0,1200.0,7300.0,3700.0,3700.0
1000.0,8700.0,5800.0,856.0,1000.0,1000.0
905.0,2000.0,211.0,919.0,905.0,905.0
1900.0,4500.0,1600.0,60.0,1900.0,1900.0
977.0,846.0,1000.0,3700.0,977.0,977.0
24900.0,2100.0,4400.0,564.0,24900.0,24900.0
869.0,2100.0,1100.0,1400.0,869.0,869.0
437.0,1100.0,6300.0,1300.0,437.0,437.0
1400.0,5400.0,1700.0,708.0,1400.0,1400.0
555.0,1200.0,554.0,2000.0,555.0,555.0
1700.0,827.0,1500.0,1500.0,1700.0,1700.0
3800.0,4500.0,10500.0,3300.0,3800.0,3800.0
1800.0,1300.0,596.0,742.0,1800.0,1800.0
2300.0,775.0,3800.0,592.0,2300.0,2300.0
1100.0,3900.0,1900.0,1700.0,1100.0,1100.0
18300.0,1200.0,4800.0,1400.0,18300.0,18300.0
6300.0,996.0,4200.0,2500.0,6300.0,6300.0
6000.0,2700.0,2400.0,588.0,6000.0,6000.0
640.0,2100.0,733.0,3500.0,640.0,640.0
1100.0,1100.0,549.0,1500.0,1100.0,1100.0
6900.0,975.0,603.0,1200.0,6900.0,6900.0
18800.0,6100.0,797.0,2700.0,18800.0,18800.0
3600.0,9700.0,17800.0,3500.0,3600.0,3600.0
636.0,1200.0,975.0,15700.0,636.0,636.0
919.0,1600.0,39200.0,1300.0,919.0,919.0
8500.0,1400.0,1100.0,1000.0,8500.0,8500.0
1300.0,7200.0,790.0,1100.0,1300.0,1300.0
3800.0,1800.0,2000.0,946.0,3800.0,3800.0
800.0,25000.0,3100.0,10100.0,800.0,800.0
982.0,1000.0,404.0,1200.0,982.0,982.0
7100.0,1400.0,1100.0,1000.0,7100.0,7100.0
200100.0,1100.0,3500.0,2300.0,200100.0,200100.0
1200.0,2000.0,820.0,6500.0,1200.0,1200.0
36700.0,606.0,1100.0,3500.0,36700.0,36700.0
983.0,6700.0,1200.0,877.0,983.0,983.0
1200.0,11400.0,3900.0,3900.0,1200.0,1200.0
8900.0,2800.0,1700.0,724.0,8900.0,8900.0
7400.0,705.0,1800.0,1800.0,7400.0,7400.0
981.0,1000.0,1700.0,277.0,981.0,981.0
1300.0,8000.0,992.0,753.0,1300.0,1300.0
1200.0,4700.0,936.0,952.0,1200.0,1200.0
724.0,2700.0,963.0,1500.0,724.0,724.0
2000.0,1400.0,521.0,975.0,2000.0,2000.0
1100.0,1500.0,847.0,747.0,1100.0,1100.0
1000.0,1200.0,1100.0,5700.0,1000.0,1000.0
7900.0,1300.0,3000.0,1000.0,7900.0,7900.0
1400.0,1900.0,1900.0,1500.0,1400.0,1400.0
1200.0,899.0,1200.0,8400.0,1200.0,1200.0
4900.0,2400.0,769.0,1600.0,4900.0,4900.0
2400.0,1400.0,1600.0,1400.0,2400.0,2400.0
485.0,861.0,627.0,1700.0,485.0,485.0
1900.0,2000.0,1300.0,1600.0,1900.0,1900.0
698.0,7300.0,2500.0,1200.0,698.0,698.0
18800.0,582.0,1200.0,2000.0,18800.0,18800.0
523.0,1300.0,1200.0,1400.0,523.0,523.0
801.0,1400.0,1900.0,947.0,801.0,801.0
718.0,2000.0,1400.0,1800.0,718.0,718.0
5800.0,1600.0,695.0,12300.0,5800.0,5800.0
16900.0,677.0,4600.0,1800.0,16900.0,16900.0
1500.0,2900.0,873.0,436.0,1500.0,1500.0
2800.0,4900.0,1100.0,1400.0,2800.0,2800.0
639.0,2200.0,743.0,708.0,639.0,639.0
1100.0,1800.0,2900.0,1400.0,1100.0,1100.0
1700.0,1300.0,1500.0,1400.0,1700.0,1700.0
1100.0,1300.0,3100.0,1900.0,1100.0,1100.0
1700.0,2900.0,2300.0,606.0,1700.0,1700.0
399.0,586.0,2200.0,2100.0,399.0,399.0
3200.0,10100.0,5500.0,1400.0,3200.0,3200.0
3600.0,1400.0,710.0,1500.0,3600.0,3600.0
708.0,1100.0,3800.0,5500.0,708.0,708.0
6100.0,813.0,1400.0,3200.0,6100.0,6100.0
743.0,958.0,745.0,2400.0,743.0,743.0
1100.0,5100.0,700.0,1400.0,1100.0,1100.0
1100.0,2000.0,3100.0,3500.0,1100.0,1100.0
2400.0,883.0,1100.0,2700.0,2400.0,2400.0
3100.0,1000.0,1200.0,4800.0,3100.0,3100.0
104600.0,744.0,671.0,933.0,104600.0,104600.0
9200.0,1800.0,1100.0,821.0,9200.0,9200.0
834.0,924.0,1200.0,1400.0,834.0,834.0
6300.0,1700.0,663.0,475.0,6300.0,6300.0
3500.0,2000.0,1400.0,787.0,3500.0,3500.0
1200.0,810.0,537.0,1200.0,1200.0,1200.0
1600.0,1100.0,836.0,845.0,1600.0,1600.0
722.0,948.0,1800.0,2500.0,722.0,722.0
1100.0,25300.0,1300.0,860.0,1100.0,1100.0
1700.0,1000.0,1300.0,1000.0,1700.0,1700.0
1200.0,1900.0,1100.0,1100.0,1200.0,1200.0
991.0,3600.0,1300.0,769.0,991.0,991.0
1600.0,1800.0,950.0,1900.0,1600.0,1600.0
2900.0,790.0,3400.0,987.0,2900.0,2900.0
1300.0,310800.0,602.0,8900.0,1300.0,1300.0
1500.0,955.0,690.0,15700.0,1500.0,1500.0
4500.0,2100.0,701.0,1200.0,4500.0,4500.0
2300.0,531.0,4300.0,591.0,2300.0,2300.0
34700.0,2700.0,687.0,1700.0,34700.0,34700.0
877.0,7700.0,1700.0,960.0,877.0,877.0
623.0,14900.0,1500.0,2200.0,623.0,623.0
1200.0,2100.0,854.0,894.0,1200.0,1200.0
716.0,1900.0,500.0,1800.0,716.0,716.0
4300.0,934.0,970.0,800.0,4300.0,4300.0
1900.0,2400.0,1000.0,939.0,1900.0,1900.0
570.0,752.0,712.0,971.0,570.0,570.0
1100.0,1600.0,712.0,2300.0,1100.0,1100.0
10000.0,771.0,776.0,1600.0,10000.0,10000.0
2200.0,665.0,23.0,1700.0,2200.0,2200.0
4200.0,1100.0,1000.0,590.0,4200.0,4200.0
45100.0,10200.0,2200.0,19200.0,45100.0,45100.0
4600.0,824.0,1100.0,1900.0,4600.0,4600.0
1500.0,4300.0,1200.0,907.0,1500.0,1500.0
2700.0,589.0,61500.0,4700.0,2700.0,2700.0
1100.0,5500.0,1200.0,1600.0,1100.0,1100.0
1300.0,1900.0,1300.0,951.0,1300.0,1300.0
620.0,502.0,3800.0,1400.0,620.0,620.0
1100.0,2500.0,799.0,787.0,1100.0,1100.0
1300.0,250.0,1900.0,1600.0,1300.0,1300.0
773.0,8700.0,752.0,3200.0,773.0,773.0
1000.0,2200.0,2200.0,1800.0,1000.0,1000.0
2900.0,913.0,6000.0,829.0,2900.0,2900.0
863.0,1500.0,1700.0,1000.0,863.0,863.0
906.0,11300.0,5000.0,520.0,906.0,906.0
641.0,3800.0,6500.0,2000.0,641.0,641.0
1700.0,1000.0,1300.0,1600.0,1700.0,1700.0
480.0,559.0,2100.0,2600.0,480.0,480.0
941.0,1200.0,719.0,3400.0,941.0,941.0
1200.0,2700.0,3500.0,5.0,1200.0,1200.0
1000.0,2500.0,2600.0,731.0,1000.0,1000.0
2500.0,606.0,2300.0,657.0,2500.0,2500.0
982.0,1400.0,1400.0,22200.0,982.0,982.0
1600.0,2900.0,3900.0,1600.0,1600.0,1600.0
1300.0,5600.0,1500.0,1200.0,1300.0,1300.0
6200.0,563.0,699.0,1200.0,6200.0,6200.0
1000.0,2400.0,474.0,1600.0,1000.0,1000.0
3100.0,1400.0,4300.0,2200.0,3100.0,3100.0
1800.0,1300.0,892.0,2200.0,1800.0,1800.0
920.0,939.0,1000.0,1000.0,920.0,920.0
649.0,6400.0,1100.0,2100.0,649.0,649.0
1400.0,1600.0,1400.0,750.0,1400.0,1400.0
6300.0,2100.0,1700.0,759.0,6300.0,6300.0
1200.0,530.0,1200.0,1100.0,1200.0,1200.0
845.0,516.0,1900.0,3300.0,845.0,845.0
1400.0,704.0,1200.0,827.0,1400.0,1400.0
13300.0,665.0,2200.0,719.0,13300.0,13300.0
1200.0,1200.0,1700.0,1000.0,1200.0,1200.0
3100.0,10100.0,9000.0,1100.0,3100.0,3100.0
8200.0,1400.0,7400.0,2200.0,8200.0,8200.0
1200.0,866.0,976.0,876.0,1200.0,1200.0
1300.0,790.0,803.0,576.0,1300.0,1300.0
4300.0,1400.0,1200.0,11000.0,4300.0,4300.0
21400.0,4300.0,417.0,30400.0,21400.0,21400.0
1600.0,789.0,255.0,3000.0,1600.0,1600.0
840.0,792.0,2300.0,1300.0,840.0,840.0
1500.0,1400.0,1300.0,1900.0,1500.0,1500.0
6000.0,1200.0,1600.0,899.0,6000.0,6000.0
1000.0,8800.0,2000.0,1600.0,1000.0,1000.0
2300.0,1700.0,2100.0,1000.0,2300.0,2300.0
2200.0,1200.0,3400.0,3000.0,2200.0,2200.0
1100.0,12700.0,1900.0,1300.0,1100.0,1100.0
998.0,1400.0,900.0,2100.0,998.0,998.0
5700.0,1300.0,2500.0,15200.0,5700.0,5700.0
1100.0,1600.0,452.0,1200.0,1100.0,1100.0
12100.0,13900.0,1300.0,438.0,12100.0,12100.0
2300.0,2900.0,1000.0,2200.0,2300.0,2300.0
493.0,1500.0,1500.0,816.0,493.0,493.0
1000.0,2100.0,759.0,1900.0,1000.0,1000.0
1100.0,1300.0,945.0,3800.0,1100.0,1100.0
2200.0,1100.0,424.0,591.0,2200.0,2200.0
1700.0,1700.0,1200.0,3300.0,1700.0,1700.0
2100.0,3800.0,2100.0,709.0,2100.0,2100.0
788.0,1400.0,651.0,1800.0,788.0,788.0
877.0,6100.0,1200.0,919.0,877.0,877.0
799.0,1700.0,1800.0,1300.0,799.0,799.0
4900.0,2000.0,1300.0,1000.0,4900.0,4900.0
1200.0,1600.0,7300.0,6600.0,1200.0,1200.0
527.0,878.0,1100.0,721.0,527.0,527.0
1300.0,1300.0,976.0,2500.0,1300.0,1300.0
829.0,12900.0,1400.0,3700.0,829.0,829.0
1500.0,907.0,9600.0,4100.0,1500.0,1500.0
1600.0,2300.0,879.0,708.0,1600.0,1600.0
892.0,945.0,1100.0,2000.0,892.0,892.0
696.0,1200.0,1900.0,2200.0,696.0,696.0
1400.0,2400.0,883.0,456.0,1400.0,1400.0
6300.0,2800.0,12200.0,2000.0,6300.0,6300.0
2000.0,1500.0,754.0,821.0,2000.0,2000.0
573.0,3000.0,1200.0,803.0,573.0,573.0
667.0,2100.0,1400.0,1400.0,667.0,667.0
1800.0,1000.0,1600.0,1800.0,1800.0,1800.0
870.0,5200.0,4200.0,13900.0,870.0,870.0
3800.0,1100.0,536.0,2500.0,3800.0,3800.0
1200.0,2100.0,800.0,1700.0,1200.0,1200.0
1100.0,1000.0,7600.0,1300.0,1100.0,1100.0
622.0,5400.0,642.0,102.0,622.0,622.0
3200.0,2500.0,1400.0,1600.0,3200.0,3200.0
2900.0,18700.0,3700.0,7600.0,2900.0,2900.0
3200.0,980.0,845.0,3500.0,3200.0,3200.0
2900.0,1700.0,630.0,2000.0,2900.0,2900.0
880.0,988.0,1700.0,714.0,880.0,880.0
935.0,2600.0,2100.0,795.0,935.0,935.0
3300.0,7900.0,1000.0,2200.0,3300.0,3300.0
2600.0,5900.0,2600.0,519.0,2600.0,2600.0
18800.0,2300.0,1100.0,884.0,18800.0,18800.0
981.0,432.0,1100.0,1300.0,981.0,981.0
2500.0,930.0,1200.0,707.0,2500.0,2500.0
3400.0,2500.0,838.0,2300.0,3400.0,3400.0
1100.0,1900.0,1400.0,917.0,1100.0,1100.0
1200.0,2500.0,6600.0,546.0,1200.0,1200.0
1300.0,2000.0,2200.0,718.0,1300.0,1300.0
1600.0,1200.0,778.0,2700.0,1600.0,1600.0
897.0,810.0,1100.0,769.0,897.0,897.0
2900.0,857.0,5300.0,4500.0,2900.0,2900.0
4300.0,15500.0,17100.0,2100.0,4300.0,4300.0
1500.0,566.0,2600.0,2600.0,1500.0,1500.0
4600.0,1600.0,714.0,578.0,4600.0,4600.0
1100.0,7800.0,17000.0,1100.0,1100.0,1100.0
1700.0,1600.0,5900.0,1100.0,1700.0,1700.0
1300.0,491.0,487.0,2100.0,1300.0,1300.0
2500.0,1400.0,1700.0,165.0,2500.0,2500.0
953.0,2000.0,3900.0,2300.0,953.0,953.0
670.0,3400.0,1500.0,675.0,670.0,670.0
682.0,1800.0,1400.0,1400.0,682.0,682.0
565.0,1600.0,455.0,1800.0,565.0,565.0
2000.0,1100.0,22800.0,1000.0,2000.0,2000.0
5400.0,773.0,2800.0,1700.0,5400.0,5400.0
9600.0,668.0,1300.0,805.0,9600.0,9600.0
2800.0,2000.0,1000.0,720.0,2800.0,2800.0
720.0,1000.0,7600.0,1600.0,720.0,720.0
4900.0,3100.0,1200.0,942.0,4900.0,4900.0
890.0,3200.0,6300.0,786.0,890.0,890.0
774.0,812.0,1200.0,1000.0,774.0,774.0
604.0,1400.0,2400.0,591.0,604.0,604.0
1900.0,1200.0,775.0,985.0,1900.0,1900.0
1400.0,1100.0,679.0,1100.0,1400.0,1400.0
5000.0,11300.0,991.0,3500.0,5000.0,5000.0
1800.0,2500.0,455.0,2900.0,1800.0,1800.0
3600.0,2200.0,1500.0,1400.0,3600.0,3600.0
1500.0,67800.0,955.0,4100.0,1500.0,1500.0
3000.0,2600.0,9900.0,14700.0,3000.0,3000.0
3900.0,769.0,1800.0,756.0,3900.0,3900.0
1900.0,1800.0,478.0,2100.0,1900.0,1900.0
2000.0,572.0,956.0,1100.0,2000.0,2000.0
3600.0,9900.0,1400.0,2100.0,3600.0,3600.0
1500.0,10400.0,1500.0,691.0,1500.0,1500.0
1800.0,593.0,3700.0,1200.0,1800.0,1800.0
1200.0,759.0,1900.0,1700.0,1200.0,1200.0
840.0,771.0,687.0,4300.0,840.0,840.0
725.0,1200.0,4000.0,2000.0,725.0,725.0
902.0,1100.0,1300.0,1200.0,902.0,902.0
610.0,400.0,414.0,861.0,610.0,610.0
1500.0,880.0,1500.0,526.0,1500.0,1500.0
936.0,16200.0,1500.0,847.0,936.0,936.0
638.0,2400.0,435.0,4000.0,638.0,638.0
7900.0,3500.0,1300.0,719.0,7900.0,7900.0
1000.0,4000.0,975.0,2800.0,1000.0,1000.0
1500.0,1500.0,936.0,1300.0,1500.0,1500.0
1200.0,8800.0,958.0,1000.0,1200.0,1200.0
755.0,568.0,3000.0,865.0,755.0,755.0
1300.0,7800.0,1200.0,687.0,1300.0,1300.0
1100.0,6000.0,2100.0,1400.0,1100.0,1100.0
