date,speaker,topic,party,state
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-09,PETERS,Amendments,D,MI
2015-09-10,McCONNELL,International Relations,R,KY
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,SULLIVAN,Infrastructure,R,AK
2015-09-10,ENZI,Military,R,WY
2015-09-10,CARDIN,International Relations,D,MD
2015-09-10,MIKULSKI,Nominations,D,MD
2015-09-10,McCAIN,Civil Rights,R,AZ
2015-09-10,MIKULSKI,Healthcare,D,MD
2015-09-10,DAINES,Healthcare,R,MT
2015-09-10,HELLER,Mental Health,R,NV
2015-09-10,HELLER,Mental Health,R,NV
2015-09-10,KING,Mental Health,I,ME
2015-09-10,SCOTT,Healthcare,R,SC
2015-09-10,BOOKER,Criminal Justice,D,NJ
2015-09-10,BOOKER,Criminal Justice,D,NJ
2015-09-10,JOHNSON,International Relations,R,WI
2015-09-10,JOHNSON,Criminal Justice,R,WI
2015-09-10,LEE,Nominations,R,UT
2015-09-15,McCONNELL,International Relations,R,KY
2015-09-15,REID,International Relations,D,NV
2015-09-15,REID,International Relations,D,NV
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,SASSE,Climate Change,R,NE
2015-09-15,LEAHY,Healthcare,D,VT
2015-09-15,CRAPO,Healthcare,R,ID
2015-09-15,KING,Mental Health,I,ME
2015-09-15,KING,Mental Health,I,ME
2015-09-15,TOOMEY,Healthcare,R,PA
2015-09-15,DONNELLY,Healthcare,D,IN
2015-09-15,BOOKER,Healthcare,D,NJ
2015-09-15,DONNELLY,Healthcare,D,IN
2015-09-15,FISCHER,Nominations,R,NE
2015-09-15,VITTER,Amendments,R,LA
2015-09-15,MENENDEZ,Healthcare,D,NJ
2015-09-15,MENENDEZ,Healthcare,D,NJ
2015-09-15,FISCHER,Healthcare,R,NE
2015-09-16,REID,International Relations,D,NV
2015-09-16,REID,Nominations,D,NV
2015-09-16,KLOBUCHAR,International Relations,D,MN
2015-09-16,KLOBUCHAR,International Relations,D,MN
2015-09-16,KLOBUCHAR,International Relations,D,MN
2015-09-16,COTTON,Infrastructure,R,AR
2015-09-16,COTTON,Infrastructure,R,AR
2015-09-16,COTTON,Infrastructure,R,AR
2015-09-16,COTTON,Infrastructure,R,AR
2015-09-16,COLLINS,Healthcare,R,ME
2015-09-16,COLLINS,Healthcare,R,ME
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,SULLIVAN,International Relations,R,AK
2015-09-16,LEAHY,Nominations,D,VT
2015-09-16,LEAHY,International Relations,D,VT
2015-09-16,CANTWELL,Healthcare,D,WA
2015-09-16,CORKER,Healthcare,R,TN
2015-09-16,DAINES,Healthcare,R,MT
2015-09-17,McCONNELL,International Relations,R,KY
2015-09-17,REID,International Relations,D,NV
2015-09-17,REID,Healthcare,D,NV
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,PERDUE,Infrastructure,R,GA
2015-09-17,REID,Healthcare,D,NV
2015-09-17,LEAHY,Civil Rights,D,VT
2015-09-17,MARKEY,Healthcare,D,MA
2015-09-17,McCAIN,Nominations,R,AZ
2015-09-17,ISAKSON,Civil Rights,R,GA
2015-09-17,MENENDEZ,Healthcare,D,NJ
2015-09-17,MENENDEZ,Healthcare,D,NJ
2015-09-17,COLLINS,Healthcare,R,ME
2015-09-17,CRUZ,Nominations,R,TX
2015-09-17,DAINES,Healthcare,R,MT
2015-09-17,HELLER,Mental Health,R,NV
2015-09-17,HELLER,Mental Health,R,NV
2015-09-17,MURRAY,Healthcare,D,WA
2015-09-17,VITTER,Healthcare,R,LA
2015-09-17,ENZI,Healthcare,R,WY
2015-09-17,CASEY,Nominations,not found,not found
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,ERNST,Healthcare,R,IA
2015-09-17,MURRAY,Healthcare,D,WA
2015-09-17,FEINSTEIN,Healthcare,D,CA
2015-09-17,FEINSTEIN,Healthcare,D,CA
2015-09-17,FEINSTEIN,Healthcare,D,CA
2015-09-21,REID,International Relations,D,NV
2015-09-21,REID,Mental Health,D,NV
2015-09-21,CRAPO,Nominations,R,ID
2015-09-21,INHOFE,Healthcare,R,OK
2015-09-21,MENENDEZ,Healthcare,D,NJ
2015-09-21,VITTER,Healthcare,R,LA
2015-09-21,LANKFORD,Infrastructure,R,OK
2015-09-21,LANKFORD,Infrastructure,R,OK
2015-09-22,McCONNELL,International Relations,R,KY
2015-09-22,REID,International Relations,D,NV
2015-09-22,ISAKSON,Healthcare,R,GA
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,SULLIVAN,Infrastructure,R,AK
2015-09-22,McCONNELL,Nominations,R,KY
2015-09-22,REED,Healthcare,D,RI
2015-09-22,KING,Climate Change,I,ME
2015-09-22,KING,Climate Change,I,ME
2015-09-22,MIKULSKI,Civil Rights,D,MD
2015-09-22,BARRASSO,Healthcare,R,WY
2015-09-22,CASEY,Healthcare,not found,not found
2015-09-22,KING,Healthcare,I,ME
2015-09-22,SASSE,Healthcare,R,NE
2015-09-22,AYOTTE,Healthcare,R,NH
2015-09-22,BOOZMAN,Healthcare,R,AR
2015-09-22,AYOTTE,Civil Rights,R,NH
2015-09-22,ENZI,Healthcare,R,WY
2015-09-22,COLLINS,Healthcare,R,ME
2015-09-22,BROWN,Healthcare,D,OH
2015-09-22,WYDEN,Healthcare,D,OR
2015-09-24,REID,Healthcare,D,NV
2015-09-24,REID,International Relations,D,NV
2015-09-24,LEAHY,International Relations,D,VT
2015-09-24,LEAHY,Mental Health,D,VT
2015-09-24,COLLINS,Civil Rights,R,ME
2015-09-24,TOOMEY,Healthcare,R,PA
2015-09-24,AYOTTE,Healthcare,R,NH
2015-09-24,BOOKER,Healthcare,D,NJ
2015-09-24,HELLER,Nominations,R,NV
2015-09-24,VITTER,Criminal Justice,R,LA
2015-01-02,HELLER,Mental Health,R,NV
2015-01-02,HIRONO,Healthcare,D,HI
2015-01-02,HIRONO,Healthcare,D,HI
2015-01-02,HIRONO,Healthcare,D,HI
2015-09-24,BALDWIN,Healthcare,D,WI
2015-01-02,STABENOW,Healthcare,D,MI
2015-01-02,HELLER,Mental Health,R,NV
2015-01-02,HELLER,Healthcare,R,NV
2015-09-24,BALDWIN,Healthcare,D,WI
2015-09-24,SHAHEEN,Civil Rights,D,NH
2015-09-24,WHITEHOUSE,Healthcare,D,RI
2015-09-24,COONS,Healthcare,D,DE
2015-09-24,HELLER,Military,R,NV
2015-09-24,HELLER,Military,R,NV
2015-09-24,HELLER,Military,R,NV
2015-09-24,HELLER,Military,R,NV
2015-09-25,McCONNELL,International Relations,R,KY
2015-09-25,SULLIVAN,Infrastructure,R,AK
2015-09-25,SULLIVAN,Infrastructure,R,AK
2015-09-25,MIKULSKI,Nominations,D,MD
2015-09-25,VITTER,Healthcare,R,LA
2015-09-28,McCONNELL,International Relations,R,KY
2015-09-28,REID,International Relations,D,NV
2015-09-28,DAINES,Nominations,R,MT
2015-09-28,DAINES,Nominations,R,MT
2015-09-28,REID,Healthcare,D,NV
2015-09-28,JOHNSON,Healthcare,R,WI
2015-09-28,KING,Healthcare,I,ME
2015-09-28,GARDNER,Healthcare,R,CO
2015-09-28,CRUZ,Criminal Justice,R,TX
2015-09-28,CRUZ,Criminal Justice,R,TX
2015-09-28,CRUZ,Criminal Justice,R,TX
2015-09-28,SCOTT,Nominations,R,SC
2015-09-28,SCOTT,Nominations,R,SC
2015-09-28,SCOTT,Nominations,R,SC
2015-09-28,SCOTT,Nominations,R,SC
2015-09-29,McCONNELL,International Relations,R,KY
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,BALDWIN,Infrastructure,D,WI
2015-09-29,REID,Healthcare,D,NV
2015-09-29,LEAHY,Nominations,D,VT
2015-09-29,REED,Healthcare,D,RI
2015-09-29,BALDWIN,International Relations,D,WI
2015-09-29,PETERS,Healthcare,D,MI
2015-09-29,SESSIONS,Healthcare,R,AL
2015-09-29,SHAHEEN,Healthcare,D,NH
2015-09-29,SHAHEEN,Healthcare,D,NH
2015-09-29,TESTER,Healthcare,D,MT
2015-09-29,CRUZ,Criminal Justice,R,TX
2015-09-29,WHITEHOUSE,Climate Change,D,RI
2015-09-30,McCONNELL,International Relations,R,KY
2015-09-30,REID,International Relations,D,NV
2015-09-30,REID,Healthcare,D,NV
2015-09-30,REID,International Relations,D,NV
2015-09-30,DURBIN,Healthcare,D,IL
2015-09-30,ENZI,Military,R,WY
2015-09-30,GRASSLEY,Nominations,R,IA
2015-09-30,BOXER,Healthcare,D,CA
2015-09-30,SCOTT,Healthcare,R,SC
2015-09-30,MORAN,Healthcare,R,KS
2015-09-30,SESSIONS,Healthcare,R,AL
2015-09-30,MURPHY,Healthcare,D,CT
2015-09-30,MURPHY,Healthcare,D,CT
2015-09-30,MURPHY,Healthcare,D,CT
2015-09-30,MORAN,Healthcare,R,KS
2015-10-01,McCONNELL,International Relations,R,KY
2015-10-01,REID,International Relations,D,NV
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,TILLIS,International Relations,R,NC
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,DAINES,Infrastructure,R,MT
2015-10-01,SULLIVAN,Infrastructure,R,AK
2015-10-01,SULLIVAN,Infrastructure,R,AK
2015-10-01,SULLIVAN,Infrastructure,R,AK
2015-10-01,SULLIVAN,Infrastructure,R,AK
2015-10-01,SULLIVAN,Infrastructure,R,AK
2015-10-01,HATCH,Healthcare,R,UT
2015-10-01,LEAHY,Healthcare,D,VT
2015-10-01,LEAHY,Nominations,D,VT
2015-10-01,CARDIN,Civil Rights,D,MD
2015-10-01,McCAIN,Healthcare,R,AZ
2015-10-01,REED,Healthcare,D,RI
2015-10-01,CARDIN,Healthcare,D,MD
2015-10-01,CARDIN,Healthcare,D,MD
2015-10-01,BOOZMAN,Healthcare,R,AR
2015-10-01,CARDIN,Healthcare,D,MD
2015-10-01,GILLIBRAND,Healthcare,D,NY
2015-10-01,HELLER,Mental Health,R,NV
2015-10-01,HELLER,Mental Health,R,NV
2015-10-01,TILLIS,Healthcare,R,NC
2015-10-01,FLAKE,Healthcare,R,AZ
2015-10-01,UDALL,Civil Rights,D,NM
2015-10-01,SHAHEEN,Healthcare,D,NH
2015-10-01,CASSIDY,Healthcare,R,LA
2015-10-01,GRASSLEY,Healthcare,R,IA
2015-10-05,McCONNELL,Climate Change,R,KY
2015-10-05,REID,Healthcare,D,NV
2015-10-05,REID,Mental Health,D,NV
2015-10-05,COTTON,Nominations,R,AR
2015-10-05,MURPHY,Infrastructure,D,CT
2015-10-05,MURPHY,Infrastructure,D,CT
2015-10-05,BROWN,Infrastructure,D,OH
2015-10-05,BROWN,Infrastructure,D,OH
2015-10-05,CANTWELL,Healthcare,D,WA
2015-10-05,CARDIN,Mental Health,D,MD
2015-10-05,BOOZMAN,Healthcare,R,AR
2015-10-05,GRAHAM,Nominations,R,SC
2015-10-05,HEITKAMP,Healthcare,D,ND
2015-10-05,TESTER,Nominations,D,MT
2015-10-05,SASSE,Healthcare,R,NE
2015-10-05,SASSE,Healthcare,R,NE
2015-10-05,SASSE,Healthcare,R,NE
2015-10-05,FRANKEN,Healthcare,D,MN
2015-10-05,SHAHEEN,Criminal Justice,D,NH
2015-10-06,REID,Civil Rights,D,NV
2015-10-06,REID,Civil Rights,D,NV
2015-10-06,LEAHY,Healthcare,D,VT
2015-10-06,FEINSTEIN,Nominations,D,CA
2015-10-06,CRAPO,Healthcare,R,ID
2015-10-06,THUNE,Healthcare,R,SD
2015-10-06,VITTER,Healthcare,R,LA
2015-10-06,VITTER,Healthcare,R,LA
2015-10-06,GARDNER,Infrastructure,R,CO
2015-10-06,CASEY,Mental Health,not found,not found
2015-10-06,SULLIVAN,Healthcare,R,AK
2015-10-07,McCONNELL,International Relations,R,KY
2015-10-07,McCONNELL,International Relations,R,KY
2015-10-07,REID,Nominations,D,NV
2015-10-07,COLLINS,Healthcare,R,ME
2015-10-07,COLLINS,Healthcare,R,ME
2015-10-07,DAINES,Healthcare,R,MT
2015-10-07,DAINES,Mental Health,R,MT
2015-10-07,DAINES,Healthcare,R,MT
2015-10-07,KING,Healthcare,I,ME
2015-10-07,MURRAY,Healthcare,D,WA
2015-10-07,THUNE,Healthcare,R,SD
2015-10-07,LANKFORD,Healthcare,R,OK
2015-10-07,DAINES,Infrastructure,R,MT
2015-10-07,DAINES,Infrastructure,R,MT
2015-10-07,DAINES,Infrastructure,R,MT
2015-10-07,VITTER,Healthcare,R,LA
2015-10-07,STABENOW,Healthcare,D,MI
2015-10-07,SCHATZ,Healthcare,D,HI
2015-10-07,McCONNELL,Nominations,R,KY
2015-10-08,McCONNELL,International Relations,R,KY
2015-10-08,DURBIN,International Relations,D,IL
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,PERDUE,Infrastructure,R,GA
2015-10-08,REID,Healthcare,D,NV
2015-10-08,DURBIN,International Relations,D,IL
2015-10-08,DURBIN,Healthcare,D,IL
2015-10-08,LEAHY,International Relations,D,VT
2015-10-08,LEAHY,Mental Health,D,VT
2015-10-08,CRUZ,Nominations,R,TX
2015-10-08,HELLER,Mental Health,R,NV
2015-10-08,BOOZMAN,Mental Health,R,AR
2015-10-08,BOXER,Nominations,D,CA
2015-10-08,ALEXANDER,International Relations,R,TN
2015-10-08,HELLER,Mental Health,R,NV
2015-10-08,McCASKILL,Healthcare,D,MO
2015-10-08,RUBIO,Healthcare,R,FL
2015-10-08,CORKER,Budget,R,TN
2015-10-08,CORKER,Budget,R,TN
2015-10-08,ERNST,Healthcare,R,IA
2015-10-08,ERNST,Healthcare,R,IA
2015-10-08,SHAHEEN,Mental Health,D,NH
2015-10-08,HIRONO,Healthcare,D,HI
2015-10-08,MURPHY,Mental Health,D,CT
2015-10-08,KAINE,Healthcare,D,VA
2015-10-08,COONS,Healthcare,D,DE
2015-10-08,WYDEN,Healthcare,D,OR
2015-10-08,McCONNELL,Nominations,R,KY
2015-10-08,KAINE,Infrastructure,D,VA
2015-10-08,KAINE,Infrastructure,D,VA
2015-10-08,JOHNSON,Amendments,R,WI
2015-10-19,REID,International Relations,D,NV
2015-10-19,LEAHY,Nominations,D,VT
2015-10-19,BROWN,Healthcare,D,OH
2015-10-19,KING,Healthcare,I,ME
2015-10-19,ALEXANDER,Healthcare,R,TN
2015-10-19,COONS,Healthcare,D,DE
2015-10-19,HATCH,Criminal Justice,R,UT
2015-10-20,McCONNELL,Healthcare,R,KY
2015-10-20,REID,International Relations,D,NV
2015-10-20,REID,International Relations,D,NV
2015-10-20,DONNELLY,Nominations,D,IN
2015-10-20,DONNELLY,Nominations,D,IN
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,CRUZ,Infrastructure,R,TX
2015-10-20,MARKEY,Healthcare,D,MA
2015-10-20,DAINES,Healthcare,R,MT
2015-10-20,DAINES,Healthcare,R,MT
2015-10-20,PETERS,Healthcare,D,MI
2015-10-20,RUBIO,Healthcare,R,FL
2015-10-20,SANDERS,Healthcare,I,VT
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-20,KING,Amendments,I,ME
2015-10-21,REID,Nominations,D,NV
2015-10-21,REID,International Relations,D,NV
2015-10-21,McCONNELL,Healthcare,R,KY
2015-10-21,McCONNELL,International Relations,R,KY
2015-10-21,BARRASSO,Healthcare,R,WY
2015-10-21,BARRASSO,Healthcare,R,WY
2015-10-21,COATS,International Relations,R,IN
2015-10-21,CARDIN,Infrastructure,D,MD
2015-10-21,CARDIN,Infrastructure,D,MD
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,SULLIVAN,Infrastructure,R,AK
2015-10-21,BOXER,Healthcare,D,CA
2015-10-21,INHOFE,Civil Rights,R,OK
2015-10-21,HELLER,Healthcare,R,NV
2015-10-21,MORAN,Healthcare,R,KS
2015-10-21,VITTER,Healthcare,R,LA
2015-10-21,VITTER,Healthcare,R,LA
2015-10-21,VITTER,Healthcare,R,LA
2015-10-21,GARDNER,Criminal Justice,R,CO
2015-10-21,RUBIO,Healthcare,R,FL
2015-10-22,McCONNELL,International Relations,R,KY
2015-10-22,McCONNELL,International Relations,R,KY
2015-10-22,REID,International Relations,D,NV
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,GARDNER,Infrastructure,R,CO
2015-10-22,McCONNELL,Nominations,R,KY
2015-10-22,McCAIN,International Relations,R,AZ
